query,provider,latitude,longitude,display
"RUA JOAO RAMALHO, 325 - JARDIM CENTENARIO - São Carlos/SP - CEP 13564-090",nominatim,-21.9986803,-47.9038479,"Rua João Ramalho, Jardim Centenário, São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, 13564-031, Brasil"
"RUA MARECHAL DEODORO, 2069 - 2085 - CENTRO - São Carlos/SP - CEP 13560-200",nominatim,-22.0180395,-47.891154,"São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, Brasil"
"RUA CAPITAO ADAO PEREIRA DA SILVA CABRAL, 444 - SALA: 01; - CENTRO - São Carlos/SP - CEP 13561-000",nominatim,-22.0180395,-47.891154,"São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, Brasil"
"RUA MANOEL DA SILVA FERREIRA, 184 - JARDIM SAO JOAO BATISTA - São Carlos/SP - CEP 13567-070",nominatim,-22.0020362,-47.8771711,"Rua Manoel da Silva Ferreira, Jardim São João Batista, São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, 13567-060, Brasil"
"RUA ARTIN AGAZARIAN, 134 - JARDIM SAO CARLOS 5 - São Carlos/SP - CEP 13563-524",arcgis,-21.992431013841,-47.928820973229,"Rua Artin Agazarian 134, São Carlos, São Paulo, 13563-524"
"RUA DESEMBARGADOR JULIO FARIA, 1081 - VILA PRADO - São Carlos/SP - CEP 13574-250",nominatim,-22.0333218,-47.9026569,"Rua Desembargador Júlio de Faria, Vila Prado, São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, 13574-250, Brasil"
"RUA CAPITAO ADAO PEREIRA DA SILVA CABRAL, 444 - SALA: 02; - CENTRO - São Carlos/SP - CEP 13561-000",nominatim,-22.0180395,-47.891154,"São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, Brasil"
"RUA JESUINO DE ARRUDA, 1365 - APT 401;BLOCO 6 - JARDIM BRASIL - São Carlos/SP - CEP 13569-300",arcgis,-22.019682005988,-47.897806003642,"Rua Jesuino De Arruda 1365, Apartamento 401, Bloco 10, São Carlos, São Paulo, 13560-642"
"PRACA GERALDO EUGENIO TOLEDO PIZZA, 241 - APT 31 - CIDADE JARDIM - São Carlos/SP - CEP 13566-541",arcgis,-21.999117110887,-47.893950264359,"Praça Geraldo Eugênio Toledo Pizza 241, Cidade Jardim, São Carlos, São Paulo, 13566-541"
"RUA ANGELO POSSA, 540 - JARDIM PAULISTA - São Carlos/SP - CEP 13574-510",nominatim,-22.0202531,-47.9057076,"Rua Angelo Possa, Jardim Paulista, São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, 13560-649, Brasil"
"RUA FRANCISCO VALVERDE, 47 - JARDIM SAO CARLOS 5 - São Carlos/SP - CEP 13563-483",arcgis,-21.98842999618,-47.924139009753,"Rua Francisco Valverde 47, São Carlos, São Paulo, 13563-483"
"RUA MAJOR JOSE INACIO, 2048 - EDIF  CONDE DO PINHAL     LOJA  PAVIMENTO TERREO - CENTRO - São Carlos/SP - CEP 13560-160",nominatim,-22.0180395,-47.891154,"São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, Brasil"
"RUA HERBERT DE SOUZA, 300 - BL27 APTO 03 - ROMEU SANTINI - São Carlos/SP - CEP 13575-878",arcgis,-22.026764767146,-47.915510963627,"Rua Herbert de Souza 300, São Carlos, São Paulo, 13575-878"
"AVENIDA SALLUM, 128 - VILA PRADO - São Carlos/SP - CEP 13574-040",nominatim,-22.0180395,-47.891154,"São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, Brasil"
"RUA TREZE DE MAIO, 1520 - JARDIM SAO CARLOS - São Carlos/SP - CEP 13560-647",nominatim,-22.018874,-47.8967251,"Rua Treze de Maio, Jardim São Carlos, São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, 13560-647, Brasil"
"RUA DOUTOR GASTAO DE SA, 296 - VILA BOA VISTA - São Carlos/SP - CEP 13574-002",nominatim,-22.0323085,-47.8980856,"Rua Doutor Gastão de Sá, Vila Bela Vista, São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, 13574-040, Brasil"
"AVENIDA OTTO WERNER ROSEL, 1191 - COND MORADAS 2;CASA 101 - JARDIM IPANEMA - São Carlos/SP - CEP 13563-673",nominatim,-22.0180395,-47.891154,"São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, Brasil"
"RUA AMERICO JACOMINO CANHOTO, 175 - JARDIM NOVA SANTA PAULA - São Carlos/SP - CEP 13564-350",nominatim,-21.9943726,-47.8984296,"Rua Américo Jacomino Canhoto, Jardim Paulistano, São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, 13654-350, Brasil"
"RUA OSWALDO DENARI, 427 - JARDIM MUNIQUE - São Carlos/SP - CEP 13568-600",nominatim,-22.0075788,-47.8574105,"Rua Oswaldo Denari, Jardim Munique, Vila Nery, São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, 13568-200, Brasil"
"RUA GEMINIANO COSTA, S N - BOX 08 - PRACA DO COMERCIO - JARDIM SAO CARLOS - São Carlos/SP - CEP 13560-641",arcgis,-22.02057958209,-47.881346879472,"13560-641, São Carlos, São Paulo"
"AVENIDA FRANCISCO PEREIRA LOPES, 1701 - LUC 35-T2                 SHOPPING PASSEIO          SAO CARLOS - PARQUE ARNOLD SCHIMIDT - São Carlos/SP - CEP 13564-002",arcgis,-22.005583,-47.903854,Shopping Passeio São Carlos
"RUA JUAN LOPES, 870 - JARDIM SAO JOAO BATISTA - São Carlos/SP - CEP 13567-020",nominatim,-22.0017132,-47.8784194,"Rua Juan Lopes, Jardim São João Batista, São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, 13567-060, Brasil"
"RUA GASTAO VIEIRA, 489 - SALA  03 - PARQUE SANTA FELICIA JARDIM - São Carlos/SP - CEP 13562-410",arcgis,-22.001292990521,-47.915915021634,"Rua Gastao Vieira 489, São Carlos, São Paulo, 13562-410"
"RUA ANTONIO DOS SANTOS FILHO, 201 - JARDIM ACAPULCO - São Carlos/SP - CEP 13563-711",nominatim,-21.9980112,-47.9116753,"Rua Antônio dos Santos Filho, Jardim Acapulco, São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, 13562-180, Brasil"
"RUA VICTORIO BONUCCI, 691 - JARDIM TANGARA - São Carlos/SP - CEP 13568-110",nominatim,-22.0168954,-47.8551892,"Rua Victorio Bonucci, Desmembramento Chácaras de Recreio Monte Carlo, Vila Nery, São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, 13571-291, Brasil"
"RUA JOAQUIM AUGUSTO RIBEIRO DE SOUZA, 1316 - PARQUE SANTA FELICIA JARDIM - São Carlos/SP - CEP 13563-330",nominatim,-21.998789,-47.9201675,"Rua Joaquim Augusto Ribeiro de Souza, Parque Jardim Santa Felícia, São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, 13563-301, Brasil"
"RUA ANTONIO RODRIGUES CAJADO, 2633 - FUNDOSFUNDOS - VILA MONTEIRO (GLEBA I) - São Carlos/SP - CEP 13560-291",arcgis,-22.003325015308,-47.884192032686,"Rua Antonio Rodrigues Cajado 2633, São Carlos, São Paulo, 13566-230"
"AVENIDA SAO CARLOS, 1428 - SETOR L - CENTRO - São Carlos/SP - CEP 13560-011",nominatim,-22.0180395,-47.891154,"São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, Brasil"
"RUA ABEL GIONGO, 1766 - VILA FARIA - São Carlos/SP - CEP 13569-003",nominatim,-22.0158029,-47.8740346,"Rua Abel Giongo, Vila Faria, Vila Nery, São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, 13569-007, Brasil"
"RUA CONDE DO PINHAL, 1762 - ANEXO R NOVE DE JULHO 1325 - JARDIM SAO CARLOS - São Carlos/SP - CEP 13560-648",nominatim,-22.0180395,-47.891154,"São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, Brasil"
"RUA CAPITAO ADAO PEREIRA DA SILVA CABRAL, 883 - LOJA 3 - CENTRO - São Carlos/SP - CEP 13561-000",nominatim,-22.0180395,-47.891154,"São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, Brasil"
"RUA THIAGO CARUSO, 20b - SALA 20b - AZULVILLE I - São Carlos/SP - CEP 13571-190",arcgis,-22.028788985698,-47.869101002751,"Rua Thiago Caruso 20B, São Carlos, São Paulo, 13571-190"
"RUA TREZE DE MAIO, 1753 - JARDIM SAO CARLOS - São Carlos/SP - CEP 13560-647",nominatim,-22.018874,-47.8967251,"Rua Treze de Maio, Jardim São Carlos, São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, 13560-647, Brasil"
"RUA ALVARENGA PEIXOTO, 331 - APT 41 - PARQUE ARNOLD SCHIMIDT - São Carlos/SP - CEP 13566-582",arcgis,-22.000270985067,-47.897123968181,"Rua Alvarenga Peixoto 331, Apartamento 41, Andar 5, São Carlos, São Paulo, 13566-582"
"RUA PROFESSOR EDUARDO DE MARTINI, 31 - NUCLEO RESIDENCIAL CASTELO BRANCO - São Carlos/SP - CEP 13571-100",nominatim,-22.0304286,-47.870459,"Rua Professor Eduardo de Martini, Nucleo Residencial Castelo Branco, Núcleo Residencial Presidente Castelo Branco, São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, 13569-520, Brasil"
"RUA MARCUS VINICIUS DE MELLO MORAES, 499 - PARQUE SANTA FELICIA JARDIM - São Carlos/SP - CEP 13563-304",nominatim,-21.9969249,-47.9206844,"Rua Marcus Vinicius de Mello Moraes, Parque Jardim Santa Felícia, São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, 13563-304, Brasil"
"AVENIDA OTTO WERNER ROSEL, 777 - CASA 92 - JARDIM IPANEMA - São Carlos/SP - CEP 13563-673",nominatim,-22.0180395,-47.891154,"São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, Brasil"
"RUA RUI BARBOSA, 1030 - APT 11 - VILA MONTEIRO (GLEBA I) - São Carlos/SP - CEP 13560-330",nominatim,-22.0180395,-47.891154,"São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, Brasil"
"RUA DOUTOR JOAQUIM RODRIGUES DE SIQUEIRA, 11 - VILA BOA VISTA 1 - São Carlos/SP - CEP 13575-003",arcgis,-22.036796008254,-47.906286980913,"Rua Doutor Joaquim Rodrigues De Siqueira 11, Bela Vista São-Carlense, São Carlos, São Paulo, 13575-003"
"RUA MARIO MIGLIATO, 100 - VILA IRENE - São Carlos/SP - CEP 13570-760",arcgis,-22.031963002883,-47.883830018287,"Rua Mario Migliato 100, São Carlos, São Paulo, 13570-760"
"RUA JOSE LORETI, 171 - JARDIM IPANEMA - São Carlos/SP - CEP 13563-660",arcgis,-21.99009900074,-47.934776985987,"Rua Jose Loreti 171, Bela Vista São-Carlense, São Carlos, São Paulo, 13563-660"
"ALAMEDA DAS GOIABEIRAS, 286 - PARQUE FABER CASTELL I - São Carlos/SP - CEP 13561-357",arcgis,-22.016422795131,-47.920316984887,"Alameda das Goiabeiras 286, São Carlos, São Paulo, 13561-357"
"AVENIDA PROFESSOR LUIZ AUGUSTO DE OLIVEIRA, 91 - SALA  35 - VILA MARINA - São Carlos/SP - CEP 13566-340",nominatim,-22.0180395,-47.891154,"São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, Brasil"
"AVENIDA SALLUM, 373 - VILA PRADO - São Carlos/SP - CEP 13574-040",nominatim,-22.0180395,-47.891154,"São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, Brasil"
"RUA SAO PIO X, 595 - TERREO - VILA PRADO - São Carlos/SP - CEP 13574-260",arcgis,-22.030101005002,-47.899258000729,"Rua Sao Pio X 595, São Carlos, São Paulo, 13574-260"
"RUA MARECHAL DEODORO, 2616 - SALA  4 - CENTRO - São Carlos/SP - CEP 13560-201",nominatim,-22.0180395,-47.891154,"São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, Brasil"
"RUA RAY WESLEY HERRICK, 475 - APT 306;BLOCO 7 - JARDIM JOCKEI CLUB A - São Carlos/SP - CEP 13565-090",nominatim,-22.0180395,-47.891154,"São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, Brasil"
"RUA SYLLAS DA SILVA ROSA, 160 - JARDIM EMBARE - São Carlos/SP - CEP 13563-886",nominatim,-21.9673317,-47.9392,"Rua Syllas da Silva Rosa, Jardim Embaré, São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, 13563-886, Brasil"
"RUA SAMUEL CARVALHO CHAVES, 138 - VILA ALPES - São Carlos/SP - CEP 13570-360",arcgis,-22.031655009851,-47.880674986113,"Rua Doutor Samuel De Carvalho Chaves 138, São Carlos, São Paulo, 13570-360"
"AVENIDA COMENDADOR ALFREDO MAFFEI, 2542 - BOX 61 - JARDIM SAO CARLOS - São Carlos/SP - CEP 13561-270",nominatim,-22.0180395,-47.891154,"São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, Brasil"
"RUA DEOLINDO RAIMUNDO, 32 - FUNDOS - JARDIM NOVA SAO CARLOS - São Carlos/SP - CEP 13570-211",arcgis,-22.029292989536,-47.872462984115,"Rua Deolindo Raimundo 32, São Carlos, São Paulo, 13570-211"
"AVENIDA FRANCISCO PEREIRA LOPES, 1850 - AREA 2B - PARQUE SANTA MONICA - São Carlos/SP - CEP 13561-250",nominatim,-22.0180395,-47.891154,"São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, Brasil"
"RUA TAYNARA GABRIELE PEREIRA, 31 - FUNDOS - CONJUNTO HABITACIONAL PLANALTO VERDE - São Carlos/SP - CEP 13573-332",arcgis,-22.064949018911,-47.909475959795,"Rua Taynara Gabriele Pereira 31, Bela Vista São-Carlense, São Carlos, São Paulo, 13573-332"
"RUA JOSE FERNANDES NUNES, 80 - VILA SANTA MADRE CABRINI - São Carlos/SP - CEP 13572-520",nominatim,-22.0490565,-47.8934851,"Rua José Fernandes Nunes, Vila Santa Madre Cabrini, Bela Vista São-Carlense, São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, 13572-082, Brasil"
"RUA CALIMERIO MARTINEZ, 81 - CASA - CHACARA PARQUE CLUB - São Carlos/SP - CEP 13567-150",arcgis,-22.004302009942,-47.875191964151,"Rua Calimerio Martinez 81, São Carlos, São Paulo, 13567-150"
"RUA GENERAL OSORIO, 434 - FUNDOS - JARDIM SAO CARLOS - São Carlos/SP - CEP 13560-640",nominatim,-22.0180395,-47.891154,"São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, Brasil"
"ALAMEDA SINLIOKU TANAKA, 202 - PARQUE TECNOLOGICO DAMHA I SAO CARLOS - São Carlos/SP - CEP 13565-261",arcgis,-21.9868301,-47.8940243,"13565, São Carlos, São Paulo"
"AVENIDA PAPA PAULO VI, 453 - JARDIM CRUZEIRO DO SUL - São Carlos/SP - CEP 13572-140",arcgis,-22.044553902256,-47.888788066373,"Avenida Papa Paulo VI 453, Jardim Cruzeiro do Sul, São Carlos, São Paulo, 13572-140"
"RUA ENEAS CAMARGO, 222 - VILA MONTEIRO (GLEBA I) - São Carlos/SP - CEP 13560-301",arcgis,-22.027749001061,-47.882343990673,"Rua Eneas Camargo 222, São Carlos, São Paulo, 13560-301"
"RUA ERNESTINO BLOCK, 109 - PARQUE INDUSTRIAL - São Carlos/SP - CEP 13564-570",nominatim,-21.9877147,-47.9002834,"Rua Ernestino Block, Parque Industrial, São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, 13564-550, Brasil"
"AVENIDA SAO CARLOS, 571 - FUNDOSFDS - CENTRO - São Carlos/SP - CEP 13560-010",nominatim,-22.0180395,-47.891154,"São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, Brasil"
